train_loss,val_loss,train_acc,val_acc,train_roc,val_roc,train_ap,val_ap,epoch
4.620674133300781,4.354970932006836,0.502,0.5095057034220533,0.5116909062499999,0.5005710650725036,0.5068253406396851,0.4997253796780215,1
4.474676132202148,4.32742166519165,0.504125,0.49619771863117873,0.5086625000000001,0.5127152337029593,0.5050664674745873,0.5097922577298686,2
4.076503753662109,3.9195163249969482,0.50475,0.5057034220532319,0.5071495625000001,0.5168500339747575,0.5030999024202722,0.5120175773995572,3
3.9485855102539062,4.008462905883789,0.513375,0.48098859315589354,0.5116851875,0.48779077332330967,0.5071000223154188,0.5007235072915498,4
3.7649552822113037,3.8597147464752197,0.507375,0.467680608365019,0.50897146875,0.4879208894157787,0.5049200402467582,0.49711287084414946,5
3.8185830116271973,3.532891273498535,0.521625,0.5057034220532319,0.5245553125,0.5300279026731628,0.5159688124852667,0.522300108236956,6
3.5563137531280518,3.6056268215179443,0.51675,0.5,0.52433221875,0.4988217264959736,0.5186220235845791,0.4993273738780548,7
3.4814870357513428,3.260392427444458,0.529625,0.5038022813688213,0.5375880625,0.5259798464630109,0.5256212523508464,0.5263982643126801,8
3.2856695652008057,3.201143741607666,0.519375,0.5361216730038023,0.5310237500000001,0.548504387803785,0.5226178436686437,0.5427934085928385,9
3.1057722568511963,2.9881837368011475,0.543875,0.532319391634981,0.56414296875,0.5395046914080007,0.5468813351202667,0.5277687306199972,10
3.073744535446167,3.2441446781158447,0.5425,0.5380228136882129,0.56705084375,0.5334253784209689,0.5530415948504869,0.5264295546149884,11
2.9380180835723877,2.928044557571411,0.550375,0.5532319391634981,0.57685903125,0.588175338663274,0.5615175842131701,0.5732811611496575,12
2.6892783641815186,2.577439069747925,0.566625,0.5627376425855514,0.6019556875000001,0.5871850106261476,0.580888790796748,0.5612449191396567,13
2.6289784908294678,2.7001147270202637,0.57875,0.5608365019011406,0.6230964999999999,0.5728650117827351,0.5975303678538224,0.5577470115324188,14
2.479346752166748,2.2934412956237793,0.578125,0.5836501901140685,0.6213070624999999,0.6179936098541253,0.6027061715495392,0.5961511286872128,15
2.274449110031128,2.009626865386963,0.609375,0.591254752851711,0.66953846875,0.6471179285518079,0.64874967734509,0.6211697242720967,16
2.134485960006714,1.9921718835830688,0.611875,0.5988593155893536,0.6733146249999999,0.6514334456187021,0.6466502374862877,0.6379418664002123,17
1.988316535949707,1.9519643783569336,0.613125,0.6026615969581749,0.67954328125,0.6365062383437667,0.6599774841049497,0.6044622099720777,18
1.8679983615875244,1.8014718294143677,0.615125,0.596958174904943,0.6800861250000001,0.6404386358050572,0.6607275773124037,0.6236668736755937,19
1.7369786500930786,1.7490947246551514,0.62425,0.5931558935361216,0.696386875,0.6568838641587995,0.6818489172446054,0.66833007361059,20
1.5213764905929565,1.5562230348587036,0.628375,0.6140684410646388,0.70144671875,0.6558140207318307,0.688986832808841,0.6470838254969585,21
1.3707475662231445,1.349759578704834,0.637875,0.6159695817490495,0.7110844375,0.6517948792088941,0.697943913838808,0.6404145921746676,22
1.2541972398757935,1.1423206329345703,0.613,0.5950570342205324,0.6828139062499999,0.643387933901025,0.6824235226155362,0.6259235284618092,23
1.2226500511169434,1.1464264392852783,0.625375,0.5836501901140685,0.69098521875,0.6372652488831703,0.6820789030233603,0.6402434732055754,24
1.0846730470657349,1.1043450832366943,0.615,0.5893536121673004,0.6744091875,0.6446674088103053,0.6699906186818416,0.6511902170457544,25
1.0418741703033447,0.989486038684845,0.60425,0.5741444866920152,0.65889671875,0.6231982535528922,0.6556559919870719,0.605572104049749,26
